-1.419768843677011816e+01,-1.013352042846251244e+01,-1.647120434005484668e+01,-1.124696085060364226e+00,5.267374555241669754e+00,-9.376867058023803381e+00,-1.666385088040643581e+01,-1.609541766403957297e+01,-1.302343142450080649e+01,-1.724043721453435296e+01,1.703520595921590797e+01,-1.819141380834960131e+00,2.047938224044010269e+00,1.926475052780878627e+01,3.384209182197501775e+00,-9.277518293371421976e+00,1.722496860216496373e+01,1.425404016268169727e+01,-1.546390889950897929e+01,-1.695612458349367557e+01,-1.687968377827395727e+00,1.011850646843737067e+01,1.899214132344889805e+01,-1.812084660251761647e+01,4.294964080439100940e+00,1.355740622768187364e+01,-1.222944699936173940e+01,-1.725824480179809228e+01,1.589257446368783633e+00,-1.601626680991788376e+01,-6.795219126616451888e+00,7.793158207911549340e+00,1.633198610904534576e+01,-7.402455278388732296e+00,4.100238582616636762e+00,1.927885470686251779e+01,-1.478883917466365716e+01,1.953706410481718336e+00,6.081057455059681871e+00,1.281229372212807505e+01,-5.392499390861512865e+00,-1.446165098551659867e+00,-2.297701896357505547e+00,-1.132898668297166900e+01,-5.832064639190344124e+00,1.807061366406157532e+01,1.841173911886933467e+00,3.184522781862213492e+00,-1.009451594148046283e+01,-2.767751600330832673e+00
-7.268505711805893554e+00,1.475243608153586194e+01,4.590657786871016555e+00,1.133094420833063509e+01,-7.104221336599634284e+00,-1.687428923022082472e+00,-1.905653536647402646e+01,-6.548393528425258125e-01,-8.174189659309822886e+00,-1.244618861761722428e+00,1.628822160334360092e+01,1.010561963866651425e+01,1.321795023428742866e+01,-7.938070983207804687e+00,-1.397504438518679137e+01,1.644349850384466549e+01,-5.800457663471011216e+00,-6.764485881090532615e+00,1.700549681833179250e+01,1.660550515429106611e+01,-1.589931111091266303e+01,-7.381622693190749374e+00,-1.301262589112914014e+01,-1.648754296413066456e+01,1.791196649127047635e+01,9.918651889041338876e+00,-5.981595486403534778e-03,1.011689815595133268e+00,-7.534971661998319803e+00,4.988093356030208980e+00,-1.610304360117744693e-01,-2.845091790314953073e+00,-1.026740232515790829e+01,-1.027288002678592882e+01,6.371979448575114446e+00,-6.573748282807301280e+00,-1.477039616870738925e+01,7.404308000884309848e+00,8.450668746282346433e+00,-2.775222888859584458e+00,-2.506059872417193191e+00,2.010183265723746615e+00,1.936293608154796431e+01,-7.852675714099333959e+00,-1.691278975390792993e+01,3.594305911577812651e+00,1.782913823276864917e+01,-1.155478541058197806e+00,3.123425264795308465e+00,-1.401392734276514318e+01
8.146072787046122698e+00,-8.781758571938462765e+00,-8.244212475826930842e+00,5.981177357892171642e+00,1.442471033610080156e+01,1.080935846225564134e+01,1.905401616167510070e+01,-2.618492539109173123e+00,-9.713647840125210209e+00,1.327673986002580619e+01,1.890626137523781125e+01,8.391138523964404072e+00,-8.433691041840759794e+00,-1.190355178902129296e+01,-9.727551716348287414e+00,-8.022241511733341213e+00,5.798707447235905477e+00,-1.664258115216403766e+01,2.666367990305218427e-02,-9.637391892543000438e+00,-9.849362806599927467e+00,-6.491208605234959350e-01,7.592116904181864356e+00,7.331291678600180717e+00,9.869733330604152144e+00,1.361555931010765619e+01,-1.041651954767581323e+01,3.085694567054936499e+00,8.850687278732650043e+00,6.181457915421695759e+00,-1.811569350241365584e+01,1.545465629584999334e+01,-1.310979969378930576e+00,-1.744078342289807537e+01,1.976732054242462056e+01,7.508233741698319363e+00,2.745163905086442924e-01,-6.698512721327190889e+00,-1.186169812581541194e+01,1.874512340058338822e+01,-1.627828557560290790e+01,1.583062749114206724e+01,6.461596229482758247e+00,2.081568795602997568e+00,1.389814601035051567e+01,1.791009189420915959e+01,-4.728961457877032259e+00,1.586623763329868808e+01,1.010896810757067499e+01,1.951157710457194128e+01
3.674310712050349537e+00,-1.130207666241438424e+01,-3.290270416069212445e+00,1.401588606120295566e+00,-1.632356259781850838e+01,8.595858647837477662e+00,1.365482772326785010e+01,-1.480331043055480578e+01,-1.177522021627966708e+01,-9.341236410919741218e+00,1.991666922662052031e+00,-1.613526166288075103e+00,3.458634953748468632e+00,-2.061631761013789088e+00,8.195599169415146434e-02,1.569819312943193523e+01,-6.315074452572559949e-01,-1.811584222143245881e+01,6.773044896945123128e+00,8.855639036370934747e+00,-1.609556245500787242e+01,1.212230030602306385e+00,-7.987809087502789396e+00,-1.326002539043079764e+01,6.962121912450527361e+00,-2.069394902915021817e+00,6.878388999925938663e+00,7.710804715449771862e+00,1.564566775226694517e+01,-1.977499977508752238e+01,5.206371082243652637e+00,1.705472616869229086e+01,4.235525127551884594e+00,-9.398512438716025486e+00,-4.295076987034347482e+00,9.813385031555878157e+00,1.079971757947794231e+01,-1.136155137967902817e+01,8.463469611969326678e+00,-1.881011616435758427e+01,-1.031847100572506726e+01,7.937800229339153191e+00,-1.104083361065143265e+01,-1.912305314350205876e+01,1.035945271297913806e+01,1.270673311669384020e+01,-1.804921809063275262e+01,-1.702428091732910076e+01,9.994865069556524872e+00,1.791428323595712868e+01
-6.908609960867719835e+00,1.193204479690189856e+01,-1.379345319647349655e+01,-8.180190746011625436e+00,3.997970623313250371e+00,-1.950997713188110794e+01,-1.864682197815163889e+01,1.876172623939625339e+01,-5.461327186223714492e+00,1.869007408873338250e+01,-3.594398413614733556e+00,-1.867660830906683600e+01,5.046072831738296571e+00,-1.471285463961641504e+01,-9.625651284436322896e-01,-1.288779795708425624e+01,-7.479809442933804675e+00,1.864423079048650322e+01,-4.149386627914623205e+00,1.336772167697324676e+01,-1.919023158158424991e+01,-4.150728587642253942e+00,1.900435094673633074e+01,-1.876062860022183898e+01,3.849821747126028981e+00,-8.320665098506673019e+00,6.960283696434558465e+00,-1.416973643131886895e+01,2.119015830334660677e-01,3.311341406489741956e+00,2.317138539401501163e+00,2.500751280549163624e+00,-2.796489796052476606e+00,-2.922942557618920745e+00,-1.612042212804198016e+00,-1.223464813113079330e+01,-5.460357048208205555e+00,-3.325962882274350108e+00,-1.680688784174302342e+01,-8.610083575474977380e+00,-5.317939500813636755e+00,1.315426845886905483e+01,-2.134424108365294614e+00,6.014083986536917337e+00,1.951285511489241031e+01,-1.661644232995874404e+01,-1.967906759407924966e+01,-1.938424717726027424e+01,1.517130855208272777e+01,2.191589503652501492e+00
-5.066039034322278312e+00,1.402818908864049519e+01,1.771925033129492988e+01,3.381688613693867751e+00,-1.814516904913458006e+01,-5.870870719212124555e+00,8.307530262521972020e+00,6.958769067982792933e+00,1.065486087552238814e+01,-1.948330463362397680e+01,6.199840122178223112e+00,-1.171281638911966994e+01,6.285851436065939879e+00,1.625027458030018579e+01,-7.725034646318409415e+00,1.179821558977774032e+01,-1.481637465102008022e+01,-1.992294870428894882e+01,-9.030127153386198202e+00,1.099101114949336022e+01,-1.823282434287543907e+01,-6.851160810704911341e+00,-7.652519061758118468e+00,2.291286917421629710e+00,4.974625997541597400e+00,-1.451313059681299222e+01,-1.513177458866341496e+01,-2.356764253093786010e-01,2.831017911583899149e+00,-1.481708289541361268e+01,1.177044288406408512e+01,-2.116959612463222840e+00,5.632837748017479385e+00,-1.613422879914556773e+01,6.153168295665128795e+00,6.263603896410785410e-02,-1.248763386490350769e+01,1.112869916990963048e+01,1.739898758525461631e+01,-3.770517173567146330e+00,-4.680278642387811772e-01,1.783911196756707795e+01,-1.357969576884615392e+01,1.310586939696819542e+01,1.633189337256687423e+01,-2.094229979367653982e+00,-1.939867403101367316e+01,1.225475220052089043e+01,-7.235604697792119566e-01,5.369883729552825002e+00
-9.445827034775909681e+00,-1.450711964195811632e+01,-8.522516144243127201e+00,-1.556868309318262256e+01,-1.993100977956469677e+01,7.564767062838896550e+00,-1.703372356488442207e+01,-1.346040146005195481e+01,-1.207562549061130142e+00,-1.461301485097090591e+01,-1.212519315810024167e+01,-3.386699485177715019e+00,8.326403138724604247e+00,-8.972634997015585867e+00,1.018535860579767416e+00,1.590941282451535699e+01,-3.683636738574644909e+00,-1.931778065672859412e+01,-1.248036589392229700e+01,1.169890605471972123e+01,1.144049764288980242e+01,1.943778143567130456e+01,1.310419570915848198e+01,1.421806009752665290e+01,8.750255143674149139e+00,-1.917164683518193158e+01,-1.183118896428853617e+01,-1.054096638236217132e+01,-7.291072305620623695e+00,4.833688656074919265e+00,1.583310170210333467e+01,1.658282108500237229e+01,8.660495505191079246e+00,-1.938572745650888862e+01,-1.956985196145588191e+00,1.417867701853676721e+00,-1.295538512789526919e-01,-3.501328646993385973e+00,1.293483704465746342e+00,4.653970529205700757e+00,1.596411385681670936e+01,-1.150491764435166431e+01,3.875635532645006265e+00,8.461622429985759197e+00,-1.414148418727679513e+01,-1.332831181382939789e+01,-1.497431837342774941e+01,2.544729695358650901e+00,-1.710161946115318798e+01,4.357091681550514295e+00
1.267651648747171578e+01,1.396190690809908830e+01,2.084892186354249333e+00,-3.899993403542161730e+00,4.949294089146025755e+00,1.825967844276522811e+00,7.187077471225929770e+00,1.394826764193260260e+01,-1.801483129295626284e+01,1.298491772013872492e+01,-1.445561464846006672e+01,-1.932688486346748391e+00,1.254455449824870072e+01,-1.064234603760565534e+01,-8.434309138486923985e-01,-1.158048618824707532e+01,8.549153566083038669e+00,-1.848215673506654610e+01,-1.313481924040197590e+01,-1.001053657760451188e-01,1.842338260948137929e+01,1.506714629684208973e+01,1.679776807700401520e+01,4.402948074115542454e-01,-1.527048531143783450e+01,-4.606864207671694800e+00,1.538678868761375185e+01,-1.391076972181334170e+01,1.426841650326498723e+01,-1.733027612828401587e+01,1.841876501397285182e+01,8.583483002759049185e+00,-1.767696224286742535e+01,-1.157456259986456182e+01,-2.172895371038837453e+00,1.267879490752434890e+00,-1.309258936662743622e+00,-1.613656994302012393e+01,1.468337672839307828e+01,-6.594008516260494446e-01,-1.905836684966175554e+01,7.487779392348770102e-01,-1.868811083262555073e+01,-1.657754041528849598e+01,-1.462019969714140188e+01,-4.318470724491522361e+00,4.799116833245676617e+00,-1.774571016935921008e+01,3.946705380016815923e+00,5.806654914092828079e+00
-1.803581547709639210e+01,-6.497238195115219384e+00,8.643700475549792372e+00,-1.357367323025489014e+00,4.137138177036327136e+00,1.067884092525023831e+01,-7.645386551848343260e+00,1.431553690638908449e+01,-1.231735437887387263e+01,-1.868810047079393399e+01,1.775808703492483431e+01,4.351556493599964881e+00,-2.514234080208961331e+00,7.519599899994283021e+00,-8.421861102463381599e+00,-9.306694042077957363e+00,1.971912758507978936e+01,1.414152216104618276e+01,1.215356596281449697e+01,-5.500085717137000785e+00,-1.301773504406637727e+01,1.211087141592251726e+01,3.785323710501767636e+00,-1.171280339712005514e+01,1.444753814043141915e+01,-6.163885414419416620e+00,1.676435957373752217e+01,3.541821896087245847e+00,-1.314046935499546009e+01,9.123863985183010783e+00,8.837874599260629793e+00,1.075599079195447416e+01,1.255895488510583391e+01,5.360740848271436931e+00,1.599384581344364165e+01,1.324973866733290606e+01,-1.623940679832119116e+01,5.119763274365851657e-01,2.196945071678481298e+00,-8.984356574679006613e+00,-1.837983354538860326e+01,-1.371424669597667290e+01,-7.957431127487438971e+00,-2.539320515470482320e+00,-4.831435728967079513e+00,1.395621731456117232e+01,-2.119263675474844177e+00,8.572153405219612665e+00,1.407786593523682228e+01,1.228220352736875043e+01
-1.250749889135459725e+01,1.581889953365754309e+01,-1.387733006632558386e+01,9.488534283694836091e+00,1.515427551752232205e+01,-6.116764461943331455e+00,1.834528726983626257e+01,1.157509045866355279e+00,-3.481594926024303760e+00,-5.646192775305514999e+00,1.824252640298324479e+01,-1.367629557949530650e+01,1.554165307311834709e+01,1.196043258849840640e+00,1.472115999389582441e+01,-1.848775031411818048e+01,-3.004803687007012059e+00,4.738802738756426436e+00,1.416918459985964063e+01,1.721488509893515584e+01,-4.005909149403716896e+00,-1.567090612480507161e+01,7.519801814934222506e+00,1.784860888241382071e+01,1.197141293851800370e+01,3.523222454804596282e+00,1.848251648533445746e+01,8.692694067418727855e+00,1.168185038768622874e+01,-1.554198299340722400e+01,-1.057283389561904485e+01,-3.077289103057943009e+00,1.184255073908274980e+01,-1.372683735452553400e+01,-1.924734196889630056e+01,-1.072482856451556188e+01,-1.744900886305308063e+01,-1.529974089712617413e+01,1.446329959795541953e+01,5.860056283089534190e+00,-1.050918639916110919e+01,-1.944220481308846971e+01,1.732556292483121041e+01,2.298408285861906819e+00,-1.083963260174957810e+01,-7.264527085063550160e+00,-1.501933293565051031e+01,9.895866708712123483e+00,1.540136767008402074e+00,1.191850725335825345e+01
